,0,1,2,3,4,5,6,7,8,9,10,11
Max Drawdown Duration,79 days 00:00:00,99 days 00:00:00,79 days 00:00:00,48 days 00:00:00,79 days 00:00:00,52 days 00:00:00,79 days 00:00:00,65 days 00:00:00,79 days 00:00:00,134 days 00:00:00,134 days 00:00:00,36 days 00:00:00
Total Trades,105,63,167,67,234,70,304,72,376,88,463,74
Total Closed Trades,104,62,166,66,233,69,303,71,375,87,462,74
Total Open Trades,1,1,1,1,1,1,1,1,1,1,1,0
Open Trade PnL,-300.6480973051185,-77.74286931696491,-599.6030977126222,-77.78095929802345,-1333.801372206709,-39.421688355193254,-2333.769682152555,-20.57662832134173,-3226.9256335047176,-13.053426883284658,-6596.74159873664,0.0
Win Rate [%],68.26923076923077,69.35483870967742,69.27710843373494,78.78787878787878,71.67381974248927,73.91304347826086,72.27722772277228,69.01408450704226,71.73333333333333,62.06896551724138,69.91341991341992,71.62162162162163
Best Trade [%],20.214843749999993,12.10630239811548,20.214843749999993,16.94974430620078,20.214843749999993,8.32719719150285,20.214843749999993,9.786065239381879,20.214843749999993,19.15584549625329,20.214843749999993,21.2031773158482
Worst Trade [%],-7.02387995657008,-2.5919720013975365,-7.02387995657008,-3.4148978345258185,-7.02387995657008,-2.2650369845545955,-7.02387995657008,-2.395506091569305,-7.02387995657008,-8.482147702210689,-8.4821477022107,-4.129032258064505
Avg Winning Trade [%],3.607322934674595,2.208595746910023,3.13281894265248,2.6168025275890407,2.980115485160598,2.1135859900111624,2.7796278598920567,2.649008722782756,2.765234316365511,3.546829001790729,2.920405115616789,3.8879977223559403
Avg Losing Trade [%],-1.664085076863926,-0.7174417521577928,-1.2974020815732334,-0.9008497017070947,-1.210901478602439,-0.7492451540244347,-1.1083111842517712,-0.771081420683047,-1.036281526013791,-1.3341285357487167,-1.1085532269053529,-1.6588663606073792
Avg Winning Trade Duration,4 days 20:57:27.887323943,3 days 15:37:40.465116279,4 days 11:28:41.739130434,4 days 23:04:36.923076923,4 days 15:31:15.449101796,4 days 19:45:52.941176470,4 days 17:05:45.205479452,5 days 10:17:08.571428571,4 days 20:31:13.605947955,5 days 04:00:00,4 days 22:17:27.678018575,5 days 15:23:46.415094339
Avg Losing Trade Duration,1 days 21:45:00,2 days 02:40:00,1 days 22:02:26.938775510,2 days 00:00:00,1 days 23:37:08.571428571,2 days 01:19:59.999999999,2 days 00:00:00,1 days 21:49:05.454545454,1 days 23:32:02.330097087,2 days 02:10:54.545454545,2 days 00:10:35.294117647,2 days 01:08:34.285714285
Profit Factor,4.486109689752899,7.367908498814431,6.437682147127364,9.935640081076608,8.381036776886459,8.600440107604628,8.61063540337432,8.74820071330484,8.835631668363735,3.9005358281506064,4.461520912246747,5.238685044311874
Expectancy,5.603890356234653,1.9486910221704838,9.633756662749006,3.519552777212801,24.018985318371282,2.196426020848587,48.58089954006004,2.8109915393273823,124.55298756201014,3.4957088121561766,439.02710278802573,5.5489835487954755
Sharpe Ratio,2.3603031641773238,1.8391367928971518,2.1795985314699236,1.5306243313592613,2.030329195697459,1.1582561057810747,1.8990620071277895,0.9537550539227035,1.759818143415342,1.3263751699360324,1.655788283358159,2.670087691047641
Calmar Ratio,0.8490413338588113,0.3194401920324375,0.8989130041666529,1.2771090623832244,1.0502720090566147,1.8119192394587564,1.0963194131927012,2.8386757751630176,1.1377909411378,6.850999598523625,1.2288501000442298,10.33906072318939
Omega Ratio,1.9067454033203055,1.7201091125778125,1.8548406338197398,1.504066559746497,1.7840086502695023,1.3077180649521158,1.7250638815453603,1.252439360665488,1.6887777683148062,1.2946360469918718,1.6721597695199564,1.735759347242593
Sortino Ratio,5.019029738118521,3.634476519640084,4.547304568107626,2.7314186613891986,4.149371159529196,1.8624050399629462,3.83353526468679,1.4554815964038597,3.5332044915780765,2.0478838259335808,3.3211961982253877,4.8896646753547905
