,0,1,2,3,4,5,6,7,8,9,10,11
Max Drawdown Duration,43 days 00:00:00,74 days 00:00:00,74 days 00:00:00,191 days 00:00:00,141 days 00:00:00,124 days 00:00:00,141 days 00:00:00,49 days 00:00:00,141 days 00:00:00,95 days 00:00:00,141 days 00:00:00,52 days 00:00:00
Total Trades,68,67,136,58,193,58,252,61,313,66,379,67
Total Closed Trades,68,66,135,58,193,58,252,60,312,65,378,67
Total Open Trades,0,1,1,0,0,0,0,1,1,1,1,0
Open Trade PnL,0.0,-109.59841358505061,-303.65549220336993,0.0,0.0,0.0,0.0,-31.216459457767,-784.9526674062909,-17.647367830521546,-1128.8533936574604,0.0
Win Rate [%],72.05882352941177,74.24242424242425,73.33333333333333,79.3103448275862,75.64766839378238,74.13793103448276,75.39682539682539,65.0,73.3974358974359,78.46153846153847,74.33862433862434,71.64179104477611
Best Trade [%],6.654800378998979,6.317465645926336,6.654800378998979,10.563073297302102,10.563073297302104,6.479414910912591,10.563073297302104,11.275209667511367,11.275209667511374,9.038282393173695,11.275209667511374,11.32887085219696
Worst Trade [%],-2.4138936277825906,-1.661127233228122,-2.4138936277825906,-6.55509431000932,-6.555094310009321,-2.4778788068653226,-6.555094310009321,-2.3562677482526353,-6.555094310009321,-2.9815389767566156,-6.555094310009321,-2.7835032829008934
Avg Winning Trade [%],2.3936656579844935,1.689612325895945,2.032748423139423,2.262075512559515,2.107930900076957,1.8917342104242407,2.0643940747915703,2.733600732890018,2.178363767655497,2.071917277650282,2.160883912386425,2.1482530419195567
Avg Losing Trade [%],-0.7565859787900687,-0.6748923107844997,-0.7192403019875222,-2.090208932266176,-1.048113069079436,-0.9528774983146325,-1.0246944861044842,-0.6235262402437489,-0.9219562767986861,-0.8586505934817869,-0.9132933938184786,-1.1265827002717415
Avg Winning Trade Duration,5 days 00:00:00,4 days 14:41:37.959183673,4 days 19:09:05.454545454,5 days 09:54:46.956521739,5 days 00:19:43.561643835,5 days 03:54:25.116279069,5 days 00:37:53.684210526,5 days 22:46:09.230769230,5 days 04:24:06.288209607,5 days 03:17:38.823529411,5 days 04:21:21.138790035,5 days 14:30:00
Avg Losing Trade Duration,2 days 01:15:47.368421052,1 days 22:30:00,2 days 00:00:00,2 days 04:00:00,2 days 00:31:18.260869565,2 days 06:24:00,2 days 01:58:01.967213114,1 days 18:17:08.571428571,2 days 00:00:00,1 days 22:09:13.846153846,1 days 23:44:50.526315789,2 days 08:50:31.578947368
Profit Factor,8.685438431040854,7.409844256981354,7.8873966146024115,5.234334309988365,6.42001929239096,5.970700424532375,6.267668252118462,8.340186051302867,7.355128193736415,11.044915334299002,9.290397242695938,4.630936680577045
Expectancy,2.557071904282526,1.5435961448724551,3.408797475378587,1.9833603315305808,6.0083719275897876,1.6008612861067169,9.55171869392064,2.461868427719378,19.606017338848236,2.320799623031109,42.27537305153052,1.8065094413871636
Sharpe Ratio,3.1725424329312673,2.7742256567591896,2.9857799793085746,2.5453281229016618,2.8648673053886737,1.653172895082763,2.6414058830329052,0.9092646864534684,2.378854989597322,0.8735773835626452,2.194057666100423,1.0176104691817123
Calmar Ratio,0.8233669591989868,-0.04536573937915591,0.33533474612064296,0.6839869087115001,0.6770487770095855,0.7568884707006515,0.6666864420627814,1.8313228290604544,0.6544814437888599,2.790771557229964,0.6924627519536161,4.043902837791399
Omega Ratio,2.6170066544260613,2.3484719199123902,2.488713907788596,2.124594119197715,2.4007620439254658,1.6838509200305853,2.3002157377000314,1.2679079195430891,2.221997907362433,1.2327565599541246,2.170317502761884,1.2802292279037437
Sortino Ratio,8.774664857227256,7.0534189746012945,7.955215853698786,5.918936690088452,7.419800170132541,3.417505908830588,6.730439515751409,1.4219529257116474,6.025788650156474,1.3257537448345105,5.542390552271242,1.4979231724536708
