,0,1,2,3,4,5,6,7,8,9,10,11
Open Trade PnL,-170.39653466221927,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-25.840220917281385,-3385.6147846950116,-0.9967607407625678
Win Rate [%],73.27586206896551,53.84615384615385,66.48351648351648,78.57142857142857,69.4560669456067,79.6875,71.61716171617162,68.05555555555556,70.93333333333334,78.2051282051282,72.18543046357617,58.0246913580247
Best Trade [%],11.237227286775056,6.76062384637741,11.237227286775056,9.957379883775138,11.237227286775056,7.21900228582192,11.237227286775056,7.1984168679127105,11.237227286775056,13.751019410570512,13.751019410570505,11.56462418130275
Worst Trade [%],-5.000000000000001,-7.825869348256023,-7.82586934825603,-1.8493345028833332,-7.82586934825603,-2.5179272728796813,-7.82586934825603,-2.3787234207418755,-7.82586934825603,-1.8610970365753703,-7.82586934825603,-4.350640564056842
Avg Winning Trade [%],2.3798295057375545,2.0708975519862913,2.273269393846272,2.6311767062734597,2.3708747681574556,2.238469555386937,2.339756492345028,2.0570751332531536,2.2876836104070515,1.9601254357230862,2.2313379032622147,2.5849537574341146
Avg Losing Trade [%],-1.1201733031549084,-1.189816838206406,-1.1549950706806564,-0.7187430713622781,-1.082286404127594,-0.9604585546280106,-1.0636539094982465,-0.8491100392210951,-1.0179640111984831,-0.7098379241560265,-0.9760588633607095,-1.195340905992104
Avg Winning Trade Duration,4 days 10:26:49.411764705,4 days 11:39:25.714285714,4 days 11:06:26.776859504,4 days 16:21:49.090909090,4 days 12:17:20.963855421,5 days 14:07:03.529411764,4 days 18:21:34.009216589,4 days 16:09:47.755102040,4 days 17:57:17.593984962,4 days 04:19:40.327868852,4 days 15:51:11.559633027,5 days 02:33:11.489361702
Avg Losing Trade Duration,2 days 08:00:00,1 days 19:12:00,2 days 01:36:00,2 days 14:00:00,2 days 03:40:00,2 days 05:32:18.461538461,2 days 03:57:10.588235294,2 days 06:15:39.130434782,2 days 04:26:40,2 days 02:49:24.705882352,2 days 04:13:26.400000,1 days 22:35:17.647058823
Profit Factor,6.98470485534829,1.9091252506598457,3.055731268296992,13.991936618039636,5.9210062328609405,8.160836596902703,7.157011978278379,5.201424970746784,5.89799603545311,9.194491645716676,7.684673512064293,3.381116862455722
Expectancy,3.5746832415454324,0.6476236984650378,3.4705766633761,3.294433524854213,8.567011672376324,2.669564978879988,18.882297493490185,1.683638929724051,34.074947955319274,2.374034156301621,82.16182949429376,1.4444465875160666
Sharpe Ratio,1.7050495249105477,1.4519542635797187,1.6340708533374126,1.345089756852358,1.5642447502593375,1.254145673226283,1.5071574778465975,1.0124484830132259,1.4306970028898036,1.0044529193073912,1.375347456887693,0.8579541222720288
Calmar Ratio,0.922688354208334,0.41482918680303066,0.911522722074151,1.85485393715683,1.0495819541637237,2.414175087676883,1.1377578351028221,1.92594313109344,1.1185532489609007,3.6125561950388083,1.1700307955105673,2.851990193265943
Omega Ratio,1.5446365877960986,1.4856865066505591,1.5325178069693985,1.4524686910939835,1.5161147265397845,1.3535724339111395,1.4903800301570524,1.2729611515585264,1.4636112088643267,1.2330912904495672,1.443018219343575,1.217227630041579
Sortino Ratio,3.1021196989807693,2.5666660178176186,2.9504810636232905,2.3292220622162296,2.8049403842505964,2.0474593867247877,2.675816411039925,1.6023034610872016,2.52100099283894,1.5436310408946803,2.4120353519231204,1.2627038626590805
