,0,1,2,3,4,5,6,7,8,9,10,11
Avg Winning Trade [%],7.542036916793958,3.172621812252615,5.669430443419095,3.585148975859502,5.030832492320217,3.2487339393829617,4.626397521732854,2.5075148396438554,4.169994518076244,2.26328179056499,3.81418249674689,2.3207063240158843
Avg Losing Trade [%],-3.6223672301759735,-1.7131329758413287,-2.9650898639296215,-1.303972812799693,-2.6732720035959856,-0.9004807646249237,-2.28139183498133,-0.5668067396346699,-1.9709928090996074,-1.657465542688237,-1.908287355817333,-1.2277409729959297
Avg Winning Trade Duration,5 days 16:00:00,3 days 22:24:00,4 days 22:10:17.142857142,5 days 04:41:44.347826087,5 days 00:18:56.842105263,6 days 15:16:21.818181818,5 days 09:00:54.822335025,5 days 05:32:18.461538461,5 days 08:15:21.600000,3 days 21:17:25.161290322,5 days 01:50:46.153846153,4 days 08:45:42.857142857
Avg Losing Trade Duration,2 days 03:36:00,2 days 02:17:08.571428571,2 days 03:08:51.147540983,2 days 11:04:36.923076923,2 days 04:32:25.945945945,1 days 14:51:25.714285714,2 days 01:30:56.842105263,1 days 21:42:51.428571428,2 days 00:49:39.310344827,2 days 07:26:53.793103448,2 days 02:09:06.206896551,2 days 02:10:54.545454545
Profit Factor,3.828490492184429,3.3122879809750994,3.4684924756782376,8.992566649491346,6.3456617897565515,7.528970274640252,7.196925837003722,11.644934736949454,9.70277518735139,2.6468419739312936,3.4891049391692497,3.8826197319929676
Expectancy,13.07821460312724,2.651860796331179,22.72186852979008,5.342614094011604,73.87845173139763,3.515738019931563,195.7550544929752,2.956738378820493,497.35571399370167,1.5733711955688472,1036.5167413815968,1.8172837311939483
Sharpe Ratio,1.75194364853258,1.605984950198938,1.6966998090479117,1.51831728797018,1.6684320897288634,1.316138065739559,1.6127126137963148,1.1633497608766348,1.5536078231112285,0.93563359096357,1.4837338028295737,1.0431799945468754
Calmar Ratio,1.4637494308458736,0.7758740185731724,1.029855545570293,2.030965783043413,1.1503271898729506,1.849530443423503,1.1572803570268535,2.7185395920406963,1.1731694087813291,2.5055766887990734,1.1386240148472706,3.9503409929347755
Omega Ratio,1.58861387309244,1.5365636031219367,1.5687353778948405,1.4844387487499666,1.5546440070514922,1.3857184224638808,1.5287775694067909,1.299439880721926,1.5019052047520922,1.2007899032521157,1.4748666937319614,1.2368379902298292
Sortino Ratio,3.193327045196323,2.9190092636936233,3.0886845817206456,2.6564955234275196,3.0150909053683037,2.1951169944762863,2.886268739961471,1.8474588300468848,2.7579658452193065,1.4148264240533197,2.620290677322493,1.5610167364500622
