,0,1,2,3,4,5,6,7,8,9,10,11
Total Trades,103,79,182,60,242,65,307,80,387,83,470,70
Total Closed Trades,102,78,181,60,242,64,306,79,386,82,469,70
Total Open Trades,1,1,1,0,0,1,1,1,1,1,1,0
Open Trade PnL,-224.69370684141393,-214.74792261271602,-2196.3143174738007,0.0,0.0,-20.23191045214773,-6850.370881746232,-31.69771365144993,-27374.581270602706,-5.458881912669682,-22072.292299339897,0.0
Win Rate [%],70.58823529411765,70.51282051282051,70.71823204419888,71.66666666666667,71.07438016528926,70.3125,70.91503267973856,74.68354430379746,71.76165803108809,62.19512195121951,70.1492537313433,61.42857142857143
Best Trade [%],23.73889256718507,27.725242318201705,27.725242318201676,14.431060230921263,27.725242318201676,13.83424944188835,27.725242318201676,13.58380688171447,27.725242318201676,16.046363236359685,27.725242318201676,12.234405954378937
Worst Trade [%],-5.369119861951965,-5.313346838739947,-5.369119861951965,-5.531919613779491,-5.531919613779487,-4.694978074759116,-5.531919613779487,-3.589971124953678,-5.531919613779487,-3.1902778390500472,-5.531919613779487,-3.491419261657939
Avg Winning Trade [%],4.079794380445776,5.25710887161727,4.571653192097394,3.4739321382728194,4.301647908436918,2.472785319692865,3.9223906895729437,3.026984332363395,3.739692602409961,2.4990219125235678,3.536496492332866,2.526252830539318
Avg Losing Trade [%],-1.733606048929105,-2.0771249886887113,-1.8826803058059158,-1.699804567766094,-1.840274337564797,-1.0925038200198527,-1.678823884913048,-1.0161825612507092,-1.561158603141231,-1.0232560610463848,-1.4433697253102435,-1.004096494654934
Avg Winning Trade Duration,5 days 17:20:00,4 days 17:01:05.454545454,5 days 07:18:45,4 days 18:58:36.279069767,5 days 04:19:32.093023255,5 days 05:20:00,5 days 04:32:04.423963133,4 days 15:51:51.864406779,5 days 01:59:34.007220216,4 days 21:10:35.294117647,5 days 01:10:01.823708206,5 days 18:25:06.976744186
Avg Losing Trade Duration,2 days 06:24:00,2 days 11:28:41.739130434,2 days 08:36:13.584905660,3 days 10:30:00,2 days 14:36:31.304347826,2 days 13:53:41.052631578,2 days 14:27:16.363636363,1 days 22:44:12.631578947,2 days 11:39:48.785046728,2 days 03:12:00,2 days 09:48:36.788321167,2 days 01:46:40
Profit Factor,6.936587993613016,5.371321020537835,5.489790766644491,5.278138384021192,5.408161047956437,4.399835107107556,4.75683514518824,9.601488074221706,7.896251646935089,4.199764992170616,5.057255949828483,3.8562899345177235
Expectancy,8.822440626062235,11.200869174789693,54.46462112146596,3.659132462619452,139.04234819809244,2.192128308385829,264.76034762852714,4.622594030290064,1042.7147179811125,1.8577025972328736,2177.21451069506,1.7074062135069197
Sharpe Ratio,1.3666452664393447,1.571163937465833,1.4548807548743001,1.221978860260663,1.4181595248123453,0.9556418058273994,1.341702936245319,1.2410249824310746,1.3078062131279882,1.0610936196443934,1.2524707837366287,1.5536249806826579
Calmar Ratio,1.4733868324455353,3.792027129556585,2.2812020640913633,2.887523432823566,2.3734930150176234,2.2240901334919245,2.1262662427188066,6.407581037952431,2.27696056040473,5.0884808084822595,2.1712755721748476,5.108714456432103
Omega Ratio,1.4694813083788756,1.4292913117831405,1.4592122410462656,1.3475667202955555,1.4420784477164135,1.2515150429189605,1.4164192297721347,1.2803132510571569,1.4046596437263061,1.221299947404651,1.394250792584611,1.3651482527956105
Sortino Ratio,2.372123057968844,2.6562349877712146,2.5046125558878995,1.9772508209353141,2.421158444321001,1.4763159379922095,2.2735281338158586,1.9100855793590785,2.2085768070094742,1.572752458221931,2.111878257347039,2.3688026310506776
