,0,1,2,3,4,5,6,7,8,9,10,11
Max Drawdown Duration,71 days 00:00:00,48 days 00:00:00,73 days 00:00:00,55 days 00:00:00,73 days 00:00:00,54 days 00:00:00,73 days 00:00:00,37 days 00:00:00,73 days 00:00:00,68 days 00:00:00,73 days 00:00:00,70 days 00:00:00
Total Trades,114,65,180,59,239,58,296,61,357,74,431,68
Total Closed Trades,113,64,179,58,238,58,296,60,356,73,430,68
Total Open Trades,1,1,1,1,1,0,0,1,1,1,1,0
Open Trade PnL,-70.20248483783101,-56.937924146234025,-167.30367502062677,-35.629535208924494,-275.299067453989,0.0,0.0,-15.57501202729813,-456.95569989132036,-2.044597009376645,-120.33771259461173,0.0
Win Rate [%],72.56637168141593,79.6875,75.41899441340783,86.20689655172413,78.15126050420169,60.3448275862069,74.66216216216216,73.33333333333333,74.43820224719101,69.86301369863014,73.72093023255813,70.58823529411765
Best Trade [%],6.91088524659704,10.050804486528854,10.050804486528856,7.307036349877759,10.050804486528856,8.462179960767841,10.050804486528856,5.827445235906856,10.050804486528856,7.808416260011389,10.050804486528856,5.737867633115902
Worst Trade [%],-2.3346244591268834,-4.3194253615804215,-4.319425361580413,-2.424344975164928,-4.319425361580413,-1.5862752236416287,-4.319425361580413,-2.0061899748214067,-4.319425361580413,-3.005918243227615,-4.319425361580413,-2.2810810528388235
Avg Winning Trade [%],1.5500981156769562,2.305795805436774,1.8501472771587382,1.7090223380646183,1.8040049109572691,1.906685710464301,1.836471552733908,1.711911565852892,1.8206458955701208,1.9428477690950563,1.834862174979568,1.9619891177529185
Avg Losing Trade [%],-0.7484750209417533,-1.426174785686324,-0.9533609963296463,-1.187562045113304,-0.9900984157466906,-0.4911588250669235,-0.8350225970218977,-0.3612794426001209,-0.7642333900393339,-1.281207646525779,-0.8685768179540291,-0.7702132798201503
Avg Winning Trade Duration,4 days 23:42:26.341463414,4 days 03:45:52.941176470,4 days 16:10:40,5 days 12:00:00,4 days 21:40:38.709677419,6 days 17:08:34.285714285,5 days 05:32:18.461538461,6 days 14:43:38.181818181,5 days 11:08:22.641509433,5 days 19:17:38.823529411,5 days 12:34:04.164037854,6 days 07:00:00
Avg Losing Trade Duration,1 days 20:00:00,3 days 03:41:32.307692307,2 days 05:34:53.023255813,3 days 12:00:00,2 days 10:21:10.588235294,2 days 03:07:49.565217391,2 days 08:06:29.189189189,2 days 00:00:00,2 days 06:53:47.586206896,3 days 09:49:05.454545454,2 days 12:19:48.990825688,2 days 03:36:00
Profit Factor,5.251064837879094,7.9367001533612305,7.043356362375339,8.67946296862676,7.873990340156461,5.610277755003788,6.764092489955633,16.199363705474987,9.511360752344752,2.9953152355356454,4.224704440769133,6.727365777383701
Expectancy,1.5760387366539597,2.53290936132404,3.7295052677993468,1.9061892247870804,6.397363503572325,1.2420273427938935,9.427487718439806,1.6481816007654857,16.148238136058584,1.3583060704168304,26.719488067468554,1.712759009036487
Sharpe Ratio,1.367939983830293,1.2601831908074697,1.3565821958070943,1.0665043909999434,1.30799841204752,0.8428663533881988,1.236484911349818,0.815778811514773,1.1760690058824872,0.9184287498274125,1.1306977761074988,1.7003841335847876
Calmar Ratio,0.5228292471549802,1.2392272371351063,0.9031753870179542,1.409771677924806,1.0284362613194935,1.6136125294351293,1.072171676604363,2.827288244406069,1.0769803372391997,4.050631683370279,1.1255458844348196,5.733918832382774
Omega Ratio,1.4584053042684335,1.3666651284964222,1.436304797386356,1.2983910015106277,1.4140247331862492,1.2397120896965155,1.3958453118740013,1.2084097795385684,1.3798539337628857,1.1938494087149025,1.3694481125785303,1.3950866181904797
Sortino Ratio,2.391678510300495,2.099837705774523,2.3452235603900506,1.712022508658301,2.2400960319729415,1.3031394086272574,2.10408357922636,1.231667131761205,1.9933837445858513,1.3333540254607266,1.9125980155815587,2.5020342222715373
